date,time,currency,impact,event,actual,forecast,previous
Mar 22,8:55pm,EUR,yellow,Belgian NBB Business Climate,-10.4,-12.4,-12.8
Mar 22,11:15pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Mar 23,3:00am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Mar 25,6:50am,JPY,yellow,Monetary Policy Meeting Minutes,N/A,N/A,N/A
Mar 25,6:00pm,GBP,yellow,CBI Realized Sales,2,-13,-7
Mar 25,7:25pm,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Mar 25,9:00pm,USD,orange,New Home Sales,662K,675K,664K
Mar 25,9:15pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Mar 25,9:30pm,USD,yellow,FOMC Member Cook Speaks,N/A,N/A,N/A
Mar 26,6:30am,AUD,yellow,Westpac Consumer Sentiment,-1.8%,N/A,6.2%
Mar 26,6:50am,JPY,yellow,SPPI y/y,2.1%,2.1%,2.1%
Mar 26,12:00pm,JPY,yellow,BOJ Core CPI y/y,2.3%,2.5%,2.6%
Mar 26,2:00pm,EUR,yellow,German GfK Consumer Climate,-27.4,-27.9,-28.8
Mar 26,5:32pm,EUR,yellow,German 10-y Bond Auction,2.30|2.3,N/A,2.31|2.3
Mar 26,7:00pm,CAD,yellow,Gov Council Member Rogers Speaks,N/A,N/A,N/A
Mar 26,7:30pm,USD,orange,Core Durable Goods Orders m/m,0.5%,0.4%,-0.4%
Mar 26,7:30pm,USD,orange,Durable Goods Orders m/m,1.4%,1.2%,-6.2%
Mar 26,8:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,6.6%,6.6%,6.2%
Mar 26,8:00pm,USD,yellow,HPI m/m,-0.1%,0.2%,0.1%
Mar 26,8:59pm,USD,orange,Richmond Manufacturing Index,-11,-5,-5
Mar 26,9:00pm,USD,red,CB Consumer Confidence,104.7,106.9,104.8
Mar 27,6:30am,AUD,yellow,MI Leading Index m/m,0.1%,N/A,-0.1%
Mar 27,7:30am,AUD,red,CPI y/y,3.4%,3.5%,3.4%
Mar 27,3:00pm,EUR,orange,Spanish Flash CPI y/y,3.2%,3.1%,2.8%
Mar 27,4:00pm,CHF,yellow,UBS Economic Expectations,11.5,N/A,10.2
Mar 27,5:17pm,EUR,yellow,Italian 10-y Bond Auction,3.67|1.4,N/A,3.91|1.4
Mar 27,5:30pm,GBP,yellow,FPC Meeting Minutes,N/A,N/A,N/A
Mar 27,5:30pm,GBP,yellow,FPC Statement,N/A,N/A,N/A
Mar 27,8:00pm,CNY,yellow,CB Leading Index m/m,-0.1%,N/A,0.1%
Mar 27,9:00pm,CHF,yellow,SNB Quarterly Bulletin,N/A,N/A,N/A
Mar 27,9:30pm,USD,yellow,Crude Oil Inventories,3.2M,-0.7M,-2.0M
Mar 28,12:40am,CHF,yellow,Gov Board Member Schlegel Speaks,N/A,N/A,N/A
Mar 28,5:00am,USD,red,FOMC Member Waller Speaks,N/A,N/A,N/A
Mar 28,6:50am,JPY,yellow,BOJ Summary of Opinions,N/A,N/A,N/A
Mar 28,7:00am,AUD,yellow,MI Inflation Expectations,4.3%,N/A,4.5%
Mar 28,7:00am,NZD,yellow,ANZ Business Confidence,22.9,N/A,34.7
Mar 28,7:30am,AUD,orange,Retail Sales m/m,0.3%,0.4%,1.1%
Mar 28,7:30am,AUD,yellow,Private Sector Credit m/m,0.5%,0.4%,0.5%
Mar 28,2:00pm,EUR,yellow,German Retail Sales m/m,-1.9%,0.4%,-0.3%
Mar 28,2:00pm,GBP,yellow,Current Account,-21.2B,-21.3B,-18.5B
Mar 28,2:00pm,GBP,yellow,Final GDP q/q,-0.3%,-0.3%,-0.3%
Mar 28,2:00pm,GBP,yellow,Revised Business Investment q/q,1.4%,1.5%,1.5%
Mar 28,3:00pm,CHF,yellow,KOF Economic Barometer,101.5,102.1,102.0
Mar 28,3:55pm,EUR,yellow,German Unemployment Change,4K,10K,12K
Mar 28,4:00pm,EUR,yellow,M3 Money Supply y/y,0.4%,0.3%,0.1%
Mar 28,4:00pm,EUR,yellow,Private Loans y/y,0.3%,0.4%,0.3%
Mar 28,7:30pm,CAD,red,GDP m/m,0.6%,0.4%,-0.1%
Mar 28,7:30pm,USD,red,Final GDP q/q,3.4%,3.2%,3.2%
Mar 28,7:30pm,USD,red,Unemployment Claims,210K,212K,212K
Mar 28,7:30pm,USD,orange,Final GDP Price Index q/q,1.6%,1.6%,1.6%
Mar 28,8:45pm,USD,orange,Chicago PMI,41.4,45.9,44.0
Mar 28,9:00pm,USD,red,Pending Home Sales m/m,1.6%,1.4%,-4.7%
Mar 28,9:00pm,USD,red,Revised UoM Consumer Sentiment,79.4,76.5,76.5
Mar 28,9:00pm,USD,yellow,Revised UoM Inflation Expectations,2.9%,N/A,3.0%
Mar 28,9:30pm,USD,yellow,Natural Gas Storage,-36B,-26B,7B
Mar 29,All Day,NZD,gray,Bank Holiday,N/A,N/A,N/A
Mar 29,All Day,AUD,gray,Bank Holiday,N/A,N/A,N/A
Mar 29,6:30am,JPY,orange,Tokyo Core CPI y/y,2.4%,2.4%,2.5%
Mar 29,6:30am,JPY,yellow,Unemployment Rate,2.6%,2.4%,2.4%
Mar 29,6:50am,JPY,yellow,Prelim Industrial Production m/m,-0.1%,1.2%,-6.7%
Mar 29,6:50am,JPY,yellow,Retail Sales y/y,4.6%,2.8%,2.1%
Mar 29,12:00pm,JPY,yellow,Housing Starts y/y,-8.2%,-5.4%,-7.5%
Mar 29,All Day,CHF,gray,Bank Holiday,N/A,N/A,N/A
Mar 29,All Day,EUR,gray,German Bank Holiday,N/A,N/A,N/A
Mar 29,All Day,GBP,gray,Bank Holiday,N/A,N/A,N/A
Mar 29,2:45pm,EUR,yellow,French Consumer Spending m/m,0.0%,0.3%,-0.6%
Mar 29,2:45pm,EUR,yellow,French Prelim CPI m/m,0.2%,0.5%,0.9%
Mar 29,5:00pm,EUR,yellow,Italian Prelim CPI m/m,0.1%,0.1%,0.1%
Mar 29,All Day,CAD,gray,Bank Holiday,N/A,N/A,N/A
Mar 29,7:30pm,USD,red,Core PCE Price Index m/m,0.3%,0.3%,0.5%
Mar 29,7:30pm,USD,yellow,Goods Trade Balance,-91.8B,-90.1B,-90.5B
Mar 29,7:30pm,USD,yellow,Personal Income m/m,0.3%,0.4%,1.0%
Mar 29,7:30pm,USD,yellow,Personal Spending m/m,0.8%,0.5%,0.2%
Mar 29,7:30pm,USD,yellow,Prelim Wholesale Inventories m/m,0.5%,0.2%,-0.3%
Mar 29,10:20pm,USD,yellow,FOMC Member Daly Speaks,N/A,N/A,N/A
Mar 29,10:30pm,USD,red,Fed Chair Powell Speaks,N/A,N/A,N/A
Mar 31,8:00am,CHF,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 31,8:00am,EUR,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 31,8:00am,GBP,gray,Daylight Saving Time Shift,N/A,N/A,N/A
Mar 31,8:30am,CNY,red,Manufacturing PMI,50.8,50.1,49.1
Mar 31,8:30am,CNY,orange,Non-Manufacturing PMI,53.0,51.3,51.4
