date,time,currency,impact,event,actual,forecast,previous
Feb 23,3:30pm,CHF,yellow,Gov Board Member Schlegel Speaks,N/A,N/A,N/A
Feb 23,3:33pm,CNY,yellow,Foreign Direct Investment ytd/y,-11.7%,N/A,-8.0%
Feb 23,4:00pm,EUR,orange,German ifo Business Climate,85.5,85.5,85.2
Feb 23,5:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Feb 23,Day 2,EUR,yellow,ECOFIN Meetings,N/A,N/A,N/A
Feb 23,All Day,EUR,yellow,Eurogroup Meetings,N/A,N/A,N/A
Feb 23,8:30pm,CAD,yellow,Corporate Profits q/q,2.7%,N/A,4.7%
Feb 23,8:56pm,EUR,yellow,Belgian NBB Business Climate,-12.8,-16.0,-16.4
Feb 24,Day 3,EUR,yellow,ECOFIN Meetings,N/A,N/A,N/A
Feb 26,6:50am,JPY,yellow,SPPI y/y,2.1%,2.4%,2.4%
Feb 26,4:00pm,GBP,yellow,MPC Member Breeden Speaks,N/A,N/A,N/A
Feb 26,6:00pm,GBP,yellow,CBI Realized Sales,-7,-33,-50
Feb 26,6:00pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
Feb 26,10:00pm,USD,orange,New Home Sales,661K,680K,651K
Feb 26,11:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
Feb 27,6:30am,JPY,yellow,National Core CPI y/y,2.0%,1.9%,2.3%
Feb 27,7:01am,GBP,yellow,BRC Shop Price Index y/y,2.5%,N/A,2.9%
Feb 27,2:00pm,EUR,yellow,German GfK Consumer Climate,-29.0,-29.0,-29.6
Feb 27,4:00pm,EUR,yellow,M3 Money Supply y/y,0.1%,0.3%,0.2%
Feb 27,4:00pm,EUR,yellow,Private Loans y/y,0.3%,0.4%,0.4%
Feb 27,8:30pm,USD,red,Durable Goods Orders m/m,-6.1%,-4.9%,-0.3%
Feb 27,8:30pm,USD,orange,Core Durable Goods Orders m/m,-0.3%,0.2%,0.5%
Feb 27,8:40pm,GBP,yellow,MPC Member Ramsden Speaks,N/A,N/A,N/A
Feb 27,9:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,6.1%,6.0%,5.4%
Feb 27,9:00pm,USD,yellow,HPI m/m,0.1%,0.3%,0.4%
Feb 27,9:05pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Feb 27,9:59pm,USD,orange,Richmond Manufacturing Index,-5,-4,-15
Feb 27,10:00pm,USD,red,CB Consumer Confidence,106.7,114.8,110.9
Feb 28,7:30am,AUD,red,CPI y/y,3.4%,3.6%,3.4%
Feb 28,7:30am,AUD,yellow,Construction Work Done q/q,0.7%,0.6%,1.4%
Feb 28,8:00am,NZD,red,Official Cash Rate,5.50%,5.50%,5.50%
Feb 28,8:00am,NZD,red,RBNZ Monetary Policy Statement,N/A,N/A,N/A
Feb 28,8:00am,NZD,red,RBNZ Rate Statement,N/A,N/A,N/A
Feb 28,9:00am,NZD,orange,RBNZ Press Conference,N/A,N/A,N/A
Feb 28,4:00pm,CHF,yellow,UBS Economic Expectations,10.2,N/A,-19.5
Feb 28,5:19pm,EUR,yellow,Italian 10-y Bond Auction,3.91|1.4,N/A,3.69|1.7
Feb 28,8:30pm,CAD,yellow,Current Account,-1.6B,-1.9B,-4.7B
Feb 28,8:30pm,USD,red,Prelim GDP q/q,3.2%,3.3%,3.3%
Feb 28,8:30pm,USD,orange,Prelim GDP Price Index q/q,1.6%,1.5%,1.5%
Feb 28,8:30pm,USD,yellow,Goods Trade Balance,-90.2B,-88.4B,-87.9B
Feb 28,8:30pm,USD,yellow,Prelim Wholesale Inventories m/m,-0.1%,0.1%,0.4%
Feb 28,10:30pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
Feb 28,10:30pm,USD,yellow,Crude Oil Inventories,4.2M,3.1M,3.5M
Feb 29,12:00am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Feb 29,12:45am,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
Feb 29,2:10am,NZD,orange,RBNZ Gov Orr Speaks,N/A,N/A,N/A
Feb 29,6:50am,JPY,yellow,Prelim Industrial Production m/m,-7.5%,-6.7%,1.4%
Feb 29,6:50am,JPY,yellow,Retail Sales y/y,2.3%,2.0%,2.3%
Feb 29,7:00am,NZD,yellow,ANZ Business Confidence,34.7,N/A,36.6
Feb 29,7:30am,AUD,orange,Retail Sales m/m,1.1%,1.6%,-2.1%
Feb 29,7:30am,AUD,yellow,Private Capital Expenditure q/q,0.8%,0.4%,0.3%
Feb 29,7:30am,AUD,yellow,Private Sector Credit m/m,0.4%,0.4%,0.4%
Feb 29,12:00pm,JPY,yellow,Housing Starts y/y,-7.5%,-7.6%,-4.0%
Feb 29,12:02pm,JPY,yellow,BOJ Core CPI y/y,2.6%,2.3%,2.6%
Feb 29,1:30pm,EUR,yellow,French Final Private Payrolls q/q,-0.1%,0.0%,0.0%
Feb 29,2:00pm,EUR,yellow,German Retail Sales m/m,-0.4%,0.5%,-0.5%
Feb 29,All Day,EUR,red,German Prelim CPI m/m,0.4%,0.5%,0.2%
Feb 29,2:45pm,EUR,yellow,French Consumer Spending m/m,-0.3%,-0.1%,0.3%
Feb 29,2:45pm,EUR,yellow,French Prelim CPI m/m,0.8%,0.7%,-0.2%
Feb 29,2:45pm,EUR,yellow,French Prelim GDP q/q,0.1%,0.0%,0.0%
Feb 29,3:00pm,CHF,orange,GDP q/q,0.3%,0.1%,0.3%
Feb 29,3:00pm,CHF,yellow,KOF Economic Barometer,101.6,101.6,102.5
Feb 29,3:00pm,EUR,orange,Spanish Flash CPI y/y,2.8%,2.8%,3.4%
Feb 29,3:55pm,EUR,yellow,German Unemployment Change,11K,6K,1K
Feb 29,4:30pm,GBP,yellow,M4 Money Supply m/m,-0.1%,0.3%,0.5%
Feb 29,4:30pm,GBP,yellow,Mortgage Approvals,55K,52K,52K
Feb 29,4:30pm,GBP,yellow,Net Lending to Individuals m/m,0.8B,1.9B,0.4B
Feb 29,8:30pm,CAD,red,GDP m/m,0.0%,0.2%,0.2%
Feb 29,8:30pm,USD,red,Core PCE Price Index m/m,0.4%,0.4%,0.1%
Feb 29,8:30pm,USD,red,Unemployment Claims,215K,209K,202K
Feb 29,8:30pm,USD,yellow,Personal Income m/m,1.0%,0.4%,0.3%
Feb 29,8:30pm,USD,yellow,Personal Spending m/m,0.2%,0.2%,0.7%
Feb 29,9:45pm,USD,orange,Chicago PMI,44.0,48.1,46.0
Feb 29,10:00pm,USD,orange,Pending Home Sales m/m,-4.9%,1.4%,5.7%
Feb 29,10:30pm,USD,yellow,Natural Gas Storage,-96B,-86B,-60B
Feb 29,10:50pm,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
